Journal's MAIN field,Field,Journal,Website,Publisher type,Publisher,Institution,Institution type,Country,Business model,APC Euros,Alternative journal name,Present in Scimago,Present in DOAJ,Present in openAPC,Scimago Rank,Scimago Quartile,H index,PCI partner,e-ISSN,p-ISSN,ISSN-L
Ecology & Evolution,Genetics,Genetics,https://academic.oup.com/genetics,University Press Society-Run,Oxford University Press (OUP),Genetics Society of America,Society/Association,UK,Hybrid,1585,,Yes,No,Yes,2.934,Q1 (Genetics),290,PCI friendly,1943-2631,0016-6731,0016-6731
Ecology & Evolution,Genetics,Genome Biology and Evolution,https://academic.oup.com/gbe,University Press Society-Run,Oxford University Press (OUP),Society for Molecular Biology and Evolution,Society/Association,UK,OA,2989,,Yes,Yes,Yes,1.274,"Q1 (Ecology, Evolution, Behavior and Systematics; Genetics)",109,PCI friendly,1759-6653,,1759-6653
Ecology & Evolution,Genetics,Genome Research,https://genome.cshlp.org/,Non-profit,Cold Spring Harbor Laboratory Press,Cold Spring Harbor Laboratory,Non-profit,USA,Hybrid,4310,,Yes,No,Yes,3.688,Q1 (Genetics),347,No,1549-5469,1088-9051,1088-9051
Ecology & Evolution,Health,GeoHealth,https://agupubs.onlinelibrary.wiley.com/journal/24711403,For-profit Society-run,John Wiley & Sons,American Geophysical Union (AGU),Society/Association,USA,OA,2270,,Yes,Yes,Yes,1.515,"Q1 (Epidemiology; Global and Planetary Change; Health, Toxicology and Mutagenesis; Management, Monitoring, Policy and Law; Pollution; Public Health, Environmental and Occupational Health; Waste Management and Disposal; Water Science and Technology)",48,No,2471-1403,2471-1403,2471-1403
Ecology & Evolution,Theory,Geoscientific Model Development,https://www.geoscientific-model-development.net/,For-profit Society-Run,Copernicus Publications,European Geosciences Union,Society/Association,Germany,OA,2052,,Yes,Yes,Yes,2.134,Q1 (Earth and Planetary Sciences; Modeling and Simulation),159,No,1991-9603,1991-959X,1991-959X
Ecology & Evolution,Genetics,Grana,https://www.palynology.info/grana/,For-profit Society-Run,Taylor & Francis Group,Collegium Palynologicum Scandinavicum / International Association for Aerobiology,Society/Association,UK,Hybrid,812,,Yes,No,Yes,0.36,Q2 (Plant Science),49,No,1651-2049,0017-3134,0017-3134
Ecology & Evolution,Zoology,Helminthologia,https://pau.saske.sk/helm/,For-profit Society-run,De Gruyter Brill,Slovak Academy of Sciences,University/Government,Germany,OA,350,,Yes,Yes,No,0.323,Q3 (Animal Science and Zoology; Parasitology),34,No,1336-9083,0440-6605,0440-6605
Ecology & Evolution,Genetics,Heredity,https://www.nature.com/hdy/,For-profit Society-Run,Springer Nature,Genetics Society,Society/Association,Germany / UK,Hybrid,3115,,Yes,No,Yes,0.983,Q2 (Genetics),146,No,1365-2540,0018-067X,0018-067X
Ecology & Evolution,Zoology,Herpetologica,https://complete.bioone.org/journals/herpetologica/scope-and-details,Non-profit,The Herpetologists' League,The Herpetologists' League,Society/Association,USA,Hybrid,2210,,Yes,No,No,0.435,"Q2 (Animal Science and Zoology; Ecology, Evolution, Behavior and Systematics)",60,No,,0018-0831,0018-0831
Ecology & Evolution,Zoology,Herpetozoa,https://herpetozoa.pensoft.net/,For-profit Society-Run,Pensoft,Austrian Herpetological Society,Society/Association,Bulgaria,OA,595,,Yes,Yes,No,0.556,Q1 (Animal Science and Zoology),14,No,2682-955X,1013-4425,1013-4425
Ecology & Evolution,Genetics,Hormones and Behavior,https://www.sciencedirect.com/journal/hormones-and-behavior,For-profit Society-Run,Elsevier,Society for Behavioral Neuroendocrinology,Society/Association,Netherlands,Hybrid,2654,,Yes,No,No,0.876,Q2 (Behavioral Neuroscience; Endocrine and Autonomic Systems; Endocrinology),171,No,1095-6867,0018-506X,0018-506X
Ecology & Evolution,Applied Ecology,Human-Wildlife Interactions,https://digitalcommons.usu.edu/hwi/,University Press,Jack H Berryman Institute,Utah State University,University/Government,USA,OA,1649,,Yes,Yes,Yes,0.237,Q3 (Ecology; Nature and Landscape Conservation),29,No,2155-3874,2155-3858,2155-3874
Ecology & Evolution,Zoology,Hystrix,https://www.italian-journal-of-mammalogy.it,Non-profit,Italian Mammal Society - Associazione Teriologica Italiana,Italian Mammal Society - Associazione Teriologica Italiana,Society/Association,Italy,OA diamond,0,"Hystrix, the Italian Journal of Mammalogy",Yes,With alternative journal name,No,0.365,Q2 (Animal Science and Zoology),34,No,1825-5272,0394-1914,0394-1914
Ecology & Evolution,Zoology,Ibis,https://onlinelibrary.wiley.com/journal/1474919x,For-profit Society-Run,John Wiley & Sons,British Ornithologists' Union,Society/Association,USA,Hybrid,2239,,Yes,No,No,0.878,"Q1 (Animal Science and Zoology; Ecology, Evolution, Behavior and Systematics; Nature and Landscape Conservation)",97,No,1474-919X,0019-1019,0019-1019
Ecology & Evolution,Applied Ecology,ICES Journal of Marine Science,https://academic.oup.com/icesjms,University Press Society-Run,Oxford University Press (OUP),International Council for the Exploration of the See,Society/Association,UK,OA,3192,,Yes,Yes,Yes,1.072,"Q1 (Aquatic Science; Ecology; Ecology, Evolution, Behavior and Systematics; Oceanography)",151,No,1095-9289,1054-3139,1054-3139
Ecology & Evolution,Zoology,Ichthyology & Herpetology,https://www.ichthyologyandherpetology.org/,Non-profit,American Society of Ichthyologists and Herpetologists,American Society of Ichthyologists and Herpetologists,Society/Association,USA,Hybrid,,,Yes,No,No,0.322,"Q3 (Animal Science and Zoology; Aquatic Science; Ecology, Evolution, Behavior and Systematics)",80,No,2766-1520,2766-1512,2766-1512
Ecology & Evolution,Genetics,Ideas in Ecology and Evolution,https://ojs.library.queensu.ca/index.php/IEE,Non-profit,Open Journal Systems,Queen's University,University/Government,Canada,OA,173,,No,Yes,No,,,,No,1918-3178,,
Ecology & Evolution,Theory,IEEE/ACM Transactions on Computational Biology and Bioinformatics,https://ieeexplore.ieee.org/xpl/RecentIssue.jsp?punumber=8857,Non-profit,Institute of Electrical and Electronics Engineers,IEEE Computer Society / The Association for Computing Machinery,Society/Association,USA,Hybrid,2246,,No,No,Yes,0.797,Q2 (Applied Mathematics; Biotechnology; Genetics),96,No,1557-9964,1545-5963,1545-5963
Ecology & Evolution,Fungi,IMA Fungus,https://imafungus.biomedcentral.com/,For-profit Society-Run,Springer Nature,International Mycological Association,Society/Association,Bulgaria,OA,906,,Yes,Yes,No,0.969,"Q1 (Agricultural and Biological Sciences; Ecology, Evolution, Behavior and Systematics; Plant Science)",57,No,2210-6359,2210-6340,2210-6340
Ecology & Evolution,Zoology,Insect Conservation & Diversity,https://onlinelibrary.wiley.com/journal/17524598,For-profit Society-Run,John Wiley & Sons,Royal Entomological Society,Society/Association,USA,Hybrid,3175,,Yes,No,No,1.077,"Q1 (Ecology, Evolution, Behavior and Systematics; Insect Science)",59,No,1752-4598,1752-458X,1752-458X
Ecology & Evolution,Genetics,Insect Molecular Biology,https://onlinelibrary.wiley.com/journal/13652583,For-profit Society-Run,John Wiley & Sons,Royal Entomological Society,Society/Association,USA,Hybrid,2790,,Yes,No,No,0.629,Q1 (Insect Science),109,No,1365-2583,0962-1075,0962-1075
Ecology & Evolution,Generalist,Insect Science,https://onlinelibrary.wiley.com/journal/17447917,For-profit Society-run,John Wiley & Sons,Entomological Society of China,Society/Association,USA,Hybrid,2275,,Yes,No,Yes,0.813,"Q1 (Agronomy and Crop Science; Ecology, Evolution, Behavior and Systematics; Insect Science)",72,No,1744-7917,1672-9609,1672-9609
Ecology & Evolution,Zoology,Insect Systematics and Diversity,https://academic.oup.com/isd,University Press Society-Run,Oxford University Press (OUP),Entomological Society of America,Society/Association,UK,Hybrid,,,Yes,No,No,0.97,"Q1 (Animal Science and Zoology; Ecology, Evolution, Behavior and Systematics; Insect Science)",24,No,2399-3421,,2399-3421
Ecology & Evolution,Zoology,Insectes Sociaux,https://www.springer.com/journal/40,For-profit Society-Run,Springer Nature,International Union for the Study of Social Insects,Society/Association,Germany / UK,Hybrid,2584,,Yes,No,No,0.342,"Q3 (Ecology, Evolution, Behavior and Systematics; Insect Science)",73,PCI friendly,1420-9098,0020-1812,0020-1812
Ecology & Evolution,Genetics,Integrative and Comparative Biology,https://academic.oup.com/icb,University Press Society-Run,Oxford University Press (OUP),Society for Integrative and Comparative Biology,Society/Association,UK,Hybrid,2807,,Yes,No,No,0.762,Q1 (Animal Science and Zoology; Plant Science),152,No,1557-7023,1540-7063,1540-7063
Ecology & Evolution,Zoology,Integrative Zoology,https://onlinelibrary.wiley.com/journal/17494877,For-profit Society-Run,John Wiley & Sons,International Society of Zoological Sciences / Institute of Zoology/Chinese Academy of Sciences,Society/Association,USA,Hybrid,3038,,Yes,No,No,0.964,Q1 (Animal Science and Zoology),50,No,1749-4877,1749-4869,1749-4869
Ecology & Evolution,Health,International Journal for Parasitology,https://www.journals.elsevier.com/international-journal-for-parasitology,For-profit Society-Run,Elsevier,Australian Society for Parasitology,Society/Association,Netherlands,Hybrid,1984,,Yes,No,Yes,0.764,Q1 (Parasitology),167,No,1879-0135,0020-7519,0020-7519
Ecology & Evolution,Health,International Journal for Parasitology: Parasites and Wildlife,https://www.journals.elsevier.com/international-journal-for-parasitology-parasites-and-wildlife,For-profit Society-Run,Elsevier,Australian Society for Parasitology,Society/Association,Netherlands,Hybrid,1506,,Yes,Yes,Yes,0.648,Q1 (Animal Science and Zoology),49,No,2213-2244,2213-2244,2213-2244
Ecology & Evolution,Health,International Journal of Epidemiology,https://academic.oup.com/ije,University Press,Oxford University Press (OUP),International Epidemiological Association,Non-profit,UK,Hybrid,2975,,Yes,No,No,2.365,Q1 (Epidemiology; Medicine),266,No,1464-3685,0300-5771,0300-5771
Ecology & Evolution,Health,International Journal of Infectious Diseases,https://www.journals.elsevier.com/international-journal-of-infectious-diseases,For-profit Society-Run,Elsevier,International Society for Infectious Diseases,Society/Association,Netherlands,Hybrid,1951,,Yes,Yes,Yes,1.344,Q1 (Infectious Diseases; Medicine; Microbiology),146,No,1878-3511,1201-9712,1201-9712
Ecology & Evolution,Ecoimmunology,International Journal of Paleopathology,https://www.sciencedirect.com/journal/international-journal-of-paleopathology,For-profit Society-run,Elsevier,Paleopathology Association,Society/Association,Netherlands,Hybrid,840,,Yes,No,No,0.643,Q1 (Archeology),42,No,1879-9825,1879-9817,1879-9817
Ecology & Evolution,Zoology,International Journal of Primatology,https://www.springer.com/journal/10764/,For-profit Society-Run,Springer Nature,International Primatological Society,Society/Association,Germany / UK,Hybrid,2604,,Yes,No,No,0.631,Q1 (Animal Science and Zoology),96,No,1573-8604,0164-0291,0164-0291
Ecology & Evolution,Genetics,International Journal of Remote Sensing,https://www.tandfonline.com/journals/tres20/about-this-journal,For-profit Society-Run,Taylor & Francis Group,Remote Sensing and Photogrammetry Society,Society/Association,UK,Hybrid,2668,,Yes,No,Yes,0.604,Q2 (Earth and Planetary Sciences),219,No,1366-5901,0143-1161,0143-1161
Ecology & Evolution,Microbiology,International Journal of Systematic and Evolutionary Microbiology,https://www.microbiologyresearch.org/content/journal/ijsem,Non-profit,Microbiology Society,International Union of Microbiological Societies,Society/Association,UK,Hybrid,3036,,Yes,No,Yes,0.631,"Q2 (Ecology, Evolution, Behavior and Systematics; Medicine)",213,No,1466-5034,1466-5026,1466-5026
Ecology & Evolution,Applied Ecology,International Zoo Yearbook,https://zslpublications.onlinelibrary.wiley.com/journal/17481090,For-profit Society-Run,John Wiley & Sons,Zoological Society of London,Society/Association,USA,Hybrid,2500,,No,No,No,,,,No,,,
Ecology & Evolution,Genetics,Invasive Plant Science and Management,https://www.cambridge.org/core/journals/invasive-plant-science-and-management/information,University Press Society-Run,Cambridge University Press (CUP),Weed Science Society of America,Society/Association,UK,Hybrid,,,Yes,No,No,0.362,Q2 (Plant Science),41,No,1939-747X,1939-7291,1939-7291
Ecology & Evolution,Genetics,Invertebrate Systematics,https://www.publish.csiro.au/is,Non-profit,CSIRO publishing,Commonwealth Scientific and Industrial Research Organisation,University/Government,Australia,Hybrid,3050,,Yes,No,Yes,0.809,"Q1 (Ecology, Evolution, Behavior and Systematics)",60,No,1447-2600,1445-5226,1445-5226
Ecology & Evolution,Microbiology,ISME Communications,https://www.nature.com/ismecomms/,For-profit Society-Run,Springer Nature,International Society for Microbial Ecology,Society/Association,UK,OA,2360,,Yes,Yes,Yes,2.075,Q1 (Microbiology),24,No,2730-6151,,2730-6151
Ecology & Evolution,Microbiology,ISME Journal,https://www.nature.com/ismej/,For-profit Society-Run,Springer Nature,International Society for Microbial Ecology,Society/Association,UK,Hybrid,3743,,Yes,Yes,Yes,3.415,"Q1 (Ecology, Evolution, Behavior and Systematics; Microbiology)",267,No,1751-7370,1751-7362,1751-7362
Ecology & Evolution,Genetics,Italian Botanist,https://italianbotanist.pensoft.net/,For-profit Society-Run,Pensoft,Italian Botanical Society,Society/Association,Bulgaria,OA,400,,Yes,Yes,No,0.318,"Q3 (Ecology, Evolution, Behavior and Systematics; Plant Science)",23,No,2531-4033,,2531-4033
Ecology & Evolution,Microbiology,Italian Journal of Mycology,https://italianmycology.unibo.it/,University Press Society-Run,Edizioni ETS,Mycological Society,Society/Association,Italy,Subscription,,,Yes,Yes,No,0.209,"Q4 (Applied Microbiology and Biotechnology; Ecology; Ecology, Evolution, Behavior and Systematics; Plant Science)",9,No,2531-7342,,2531-7342
Ecology & Evolution,Theory,Journal of Advances in Modeling Earth Systems,https://agupubs.onlinelibrary.wiley.com/journal/19422466,For-profit Society-Run,John Wiley & Sons,American Geophysical Union,Society/Association,USA,OA,1963,,Yes,Yes,Yes,2.154,Q1 (Earth and Planetary Sciences; Environmental Chemistry; Global and Planetary Change),114,No,1942-2466,1942-2466,1942-2466
Ecology & Evolution,Zoology,Journal of Anatomy,https://onlinelibrary.wiley.com/journal/14697580,For-profit Society-Run,John Wiley & Sons,Anatomical Society,Society/Association,USA,Hybrid,2164,,Yes,No,No,0.694,"Q1 (Anatomy; Ecology, Evolution, Behavior and Systematics)",145,No,1469-7580,0021-8782,0021-8782
Ecology & Evolution,Zoology,Journal of Animal Ecology,https://besjournals.onlinelibrary.wiley.com/journal/13652656,For-profit Society-Run,John Wiley & Sons,British Ecological Society,Society/Association,USA,Hybrid,2151,,Yes,No,No,1.477,"Q1 (Animal Science and Zoology; Ecology, Evolution, Behavior and Systematics)",190,No,1365-2656,0021-8790,0021-8790
Ecology & Evolution,Zoology,Journal of Animal Science,https://academic.oup.com/jas,University Press Society-Run,Oxford University Press (OUP),American Society of Animal Science,Society/Association,UK,Hybrid,4040,,Yes,No,Yes,0.872,Q1 (Animal Science and Zoology; Food Science),196,No,1525-3163,0021-8812,0021-8812
Ecology & Evolution,Genetics,Journal of Applied Ecology,https://besjournals.onlinelibrary.wiley.com/journal/13652664,For-profit Society-Run,John Wiley & Sons,British Ecological Society,Society/Association,USA,Hybrid,2188,,Yes,No,No,1.765,Q1 (Ecology),228,No,1365-2664,0021-8901,0021-8901
Ecology & Evolution,Microbiology,Journal of Applied Microbiology,https://sfamjournals.onlinelibrary.wiley.com/journal/13652672,For-profit Society-Run,John Wiley & Sons,Society for Applied Microbiology,Society/Association,USA,Hybrid,3070,,Yes,No,Yes,0.779,Q2 (Applied Microbiology and Biotechnology; Biotechnology; Medicine),203,PCI friendly,1365-2672,1364-5072,1364-5072
Ecology & Evolution,Zoology,Journal of Arachnology,https://www.americanarachnology.org/journal-joa/,Non-profit,American Arachnological Society,Americal Arachnological Society,Society/Association,USA,Hybrid,,,Yes,No,No,0.462,Q2 (Insect Science),54,No,,0161-8202,0161-8202
Ecology & Evolution,Genetics,Journal of Arid Land,https://www.springer.com/journal/40333,For-profit Society-run,Springer Nature,Xinjiang Institute of Ecology and Geography,University/Government,Germany / UK,Hybrid,2185,,Yes,No,No,0.818,Q1 (Earth-Surface Processes; Water Science and Technology),52,No,2194-7783,1674-6767,1674-6767
Ecology & Evolution,Zoology,Journal of Asia-Pacific Entomology,https://www.sciencedirect.com/journal/journal-of-asia-pacific-entomology,For-profit Society-Run,Elsevier,Korean Society of Applied Entomology,Society/Association,Netherlands,Hybrid,2661,,Yes,No,No,0.384,Q2 (Insect Science),54,No,,1226-8615,1226-8615
Ecology & Evolution,Zoology,Journal of Asian Ornithology,https://www.orientalbirdclub.org/jao-index,Non-profit,Oriental Bird Club,Oriental Bird Club,Non-profit,UK,Subscription,,,No,No,No,,,,No,,,
Ecology & Evolution,Zoology,Journal of Avian Biology,https://onlinelibrary.wiley.com/journal/1600048x,For-profit Society-Run,John Wiley & Sons,Nordic Society Oikos,Society/Association,UK,OA,1934,,Yes,Yes,Yes,0.604,Q1 (Animal Science and Zoology),93,PCI friendly,1600-048X,0908-8857,0908-8857
Ecology & Evolution,Zoology,Journal of Bat Research and Conservation,https://secemu.org/en/journal-of-bat-research-and-conservation/,Non-profit,Spanish Society of Bat Research and Conservation,Spanish Society of Bat Research and Conservation,Society/Association,Spain,OA diamond,0,,No,No,No,,,,No,,,
Ecology & Evolution,Genetics,Journal of Bryology,https://www.tandfonline.com/toc/yjbr20/current,For-profit Society-Run,Taylor & Francis Group,British Bryological Society,Society/Association,UK,Hybrid,,,Yes,No,No,0.334,"Q3 (Ecology, Evolution, Behavior and Systematics; Plant Science)",42,No,1743-2820,0373-6687,0373-6687
Ecology & Evolution,Zoology,Journal of Caribbean Ornithology,https://jco.birdscaribbean.org/index.php/jco/,Non-profit,BirdsCaribbean,BirdsCaribbean,Society/Association,USA,OA,,,No,No,No,,,,No,,,
Ecology & Evolution,Genetics,Journal of Chemical Ecology,https://www.springer.com/journal/10886,For-profit Society-Run,Springer Nature,International Society of Chemical Ecology / Asia-Pacific Association of Chemical Ecologists / Latin American Association of Chemical Ecology,Society/Association,Germany / UK,Hybrid,2584,,Yes,No,No,0.477,"Q2 (Ecology, Evolution, Behavior and Systematics)",142,No,1573-1561,0098-0331,0098-0331
Ecology & Evolution,Genetics,Journal of Coastal Conservation,https://www.springer.com/journal/11852,For-profit Society-run,Springer Nature,Coastal & Marine Union,Non-profit,Germany / UK,Hybrid,2625,,Yes,No,No,0.598,Q2 (Ecology; Nature and Landscape Conservation; Oceanography),59,No,1874-7841,1400-0350,1400-0350
Ecology & Evolution,Genetics,Journal of Coastal Research,https://bioone.org/journals/journal-of-coastal-research,Non-profit,Coastal Education and Research Foundation,Coastal Education and Research Foundation,Non-profit,USA,Subscription,,,No,No,No,,,,No,,,
Ecology & Evolution,Theory,Journal of Computer Applications in Archaeology,https://journal.caa-international.org/,For-profit Society-Run,Ubiquity Press,Computer Applications in Archaeology,Society/Association,UK,OA,698,,Yes,Yes,Yes,0.425,Q1 (Archeology),19,PCI friendly,2514-8362,2514-8362,2514-8362
Ecology & Evolution,Zoology,Journal of Crustacean Biology,https://academic.oup.com/jcb,University Press Society-Run,Oxford University Press (OUP),The Crustacean Society,Society/Association,UK,Hybrid,,,Yes,No,No,0.376,Q3 (Aquatic Science),66,No,1937-240X,0278-0372,0278-0372
Ecology & Evolution,Genetics,Journal of Ecohydraulics,https://www.tandfonline.com/journals/tjoe20,For-profit Society-Run,Taylor & Francis Group,International Association for Hydro-Environment Engineering and Research,Society/Association,UK,Hybrid,1594,,Yes,No,No,0.61,Q2 (Civil and Structural Engineering; Water Science and Technology),21,No,2470-5365,2470-5357,2470-5357
Ecology & Evolution,Genetics,Journal of Ecology,https://besjournals.onlinelibrary.wiley.com/journal/13652745,For-profit Society-Run,John Wiley & Sons,British Ecological Society,Society/Association,USA,Hybrid,2113,,Yes,No,No,2.424,"Q1 (Ecology; Ecology, Evolution, Behavior and Systematics; Plant Science)",227,No,1365-2745,0022-0477,0022-0477
Ecology & Evolution,Genetics,Journal of Economic Entomology,https://academic.oup.com/jee/pages/About,University Press Society-Run,Oxford University Press (OUP),Entomological Society of America,Society/Association,UK,Hybrid,2885,,Yes,No,No,0.64,Q1 (Insect Science),128,No,1938-291X,0022-0493,0022-0493
Ecology & Evolution,Microbiology,Journal of Eukaryotic Microbiology,https://onlinelibrary.wiley.com/journal/15507408,For-profit Society-Run,John Wiley & Sons,International Society of Protistologists,Society/Association,USA,Hybrid,2474,,Yes,No,No,0.798,Q2 (Microbiology),92,No,1550-7408,1066-5234,1066-5234
Ecology & Evolution,Genetics,Journal of Evolutionary Biology,https://academic.oup.com/jeb,University Press Society-Run,Oxford University Press (OUP),European Society for Evolutionary Biology,Society/Association,UK,Hybrid,3212,,Yes,No,Yes,0.987,"Q1 (Ecology, Evolution, Behavior and Systematics)",151,PCI friendly,1420-9101,1010-061X,1010-061X
Ecology & Evolution,Genetics,Journal of Experimental Botany,https://academic.oup.com/jxb,University Press Society-Run,Oxford University Press (OUP),Society for Experimental Biology,Society/Association,UK,Hybrid,3642,,Yes,No,Yes,1.926,Q1 (Physiology; Plant Science),324,No,1460-2431,0022-0957,0022-0957
Ecology & Evolution,Zoology,Journal of Experimental Zoology A Ecological Genetics and Physiology,https://onlinelibrary.wiley.com/journal/24715646,For-profit,John Wiley & Sons,,,USA,,,,No,No,No,,,,No,,,
Ecology & Evolution,Zoology,Journal of Experimental Zoology B Molecular and Developmental Evolution,https://onlinelibrary.wiley.com/journal/15525015,For-profit,John Wiley & Sons,,,USA,,,,No,No,No,,,,No,1552-5015,,
Ecology & Evolution,Zoology,Journal of Field Ornithology,https://onlinelibrary.wiley.com/journal/15579263,For-profit Society-Run,John Wiley & Sons,Association of Field Ornithologists,Society/Association,USA,Hybrid,1140,,Yes,Yes,Yes,0.402,"Q2 (Animal Science and Zoology; Ecology, Evolution, Behavior and Systematics)",57,No,1557-9263,0273-8570,0273-8570
Ecology & Evolution,Zoology,Journal of Fish Biology,https://onlinelibrary.wiley.com/journal/10958649,For-profit Society-run,John Wiley & Sons,Fisheries Society of the British Isles,Society/Association,USA,Hybrid,2433,,Yes,No,No,0.586,"Q2 (Aquatic Science; Ecology, Evolution, Behavior and Systematics)",138,No,1095-8649,0022-1112,0022-1112
Ecology & Evolution,Microbiology,Journal of General Virology,https://www.microbiologyresearch.org/content/journal/jgv,Non-profit,Microbiology Society,Microbiology Society,Society/Association,UK,Hybrid,2858,,Yes,No,Yes,1.169,Q1 (Virology),200,No,1465-2099,0022-1317,0022-1317
Ecology & Evolution,Health,Journal of Global Health,https://www.jogh.org/,Non-profit,Edinburgh University Global Health Society,Edinburgh University Global Health Society,Society/Association,USA,OA,1799,,Yes,Yes,Yes,1.299,"Q1 (Health Policy; Public Health, Environmental and Occupational Health)",78,No,2047-2986,2047-2978,2047-2978
Ecology & Evolution,Genetics,Journal of Heredity,https://academic.oup.com/jhered,University Press Society-Run,Oxford University Press (OUP),American Genetic Association,Society/Association,UK,Hybrid,1132,,Yes,No,Yes,0.955,Q2 (Biotechnology; Genetics; Molecular Biology),108,No,1465-7333,0022-1503,0022-1503
Ecology & Evolution,Zoology,Journal of Herpetology,https://bioone.org/journals/journal-of-herpetology,Non-profit,Society for the Study of Amphibians and Reptiles,Society for the Study of Amphibians and Reptiles,Society/Association,USA,Hybrid,,,Yes,No,No,0.389,Q2 (Animal Science and Zoology),71,No,,0022-1511,0022-1511
Ecology & Evolution,Zoology,Journal of Hymenoptera Research,https://jhr.pensoft.net/,For-profit Society-Run,PenSoft,The International Society of Hymenopterists,Society/Association,Bulgaria,OA,1009,,Yes,Yes,Yes,0.7,"Q1 (Animal Science and Zoology; Ecology, Evolution, Behavior and Systematics; Insect Science)",33,No,1314-2607,1070-9428,1070-9428
Ecology & Evolution,Zoology,Journal of Insect Science,https://academic.oup.com/jinsectscience,University Press Society-Run,Oxford University Press (OUP),Entomological Society of America,Society/Association,UK,OA,1924,,Yes,Yes,Yes,0.568,Q2 (Insect Science; Medicine),68,No,1536-2442,,1536-2442
Ecology & Evolution,Genetics,Journal of Limnology,https://www.jlimnol.it/index.php/jlimnol,For-profit Society-run,PagePress,Water Research Institute,University/Government,Italy,OA,680,,Yes,Yes,No,0.386,Q2 (Ecology),56,No,1723-8633,1129-5767,1129-5767
Ecology & Evolution,Genetics,Journal of Mammalian Evolution,https://www.springer.com/journal/10914,For-profit Society-Run,Springer Nature,Society for the Study of Mammalian Evolution,Society/Association,Germany / UK,Hybrid,2604,,Yes,No,No,0.603,"Q2 (Ecology, Evolution, Behavior and Systematics)",58,PCI friendly,1573-7055,1064-7554,1064-7554
Ecology & Evolution,Zoology,Journal of Mammalogy,https://academic.oup.com/jmammal,University Press Society-Run,Oxford University Press (OUP),American Society of Mammalogists,Society/Association,UK,Hybrid,2093,,Yes,No,No,0.607,Q1 (Animal Science and Zoology),120,No,1545-1542,0022-2372,0022-2372
Ecology & Evolution,Health,Journal of Medical Entomology,https://academic.oup.com/jme,University Press Society-Run,Oxford University Press (OUP),Entomological Society of America,Society/Association,UK,Hybrid,2476,,Yes,No,No,0.662,Q1 (Insect Science; Veterinary),124,No,1938-2928,0022-2585,0022-2585
Ecology & Evolution,Microbiology,Journal of Microbiology and Biotechnology,https://www.jmb.or.kr/main.html,Non-profit,Korean Society for Microbiology and Biotechnology,Korean Society for Microbiology and Biotechnology,Society/Association,Republic of Korea (South Korea),OA,622,,Yes,No,Yes,0.74,Q2 (Applied Microbiology and Biotechnology; Biotechnology; Medicine),95,No,1738-8872,1017-7825,1017-7825
Ecology & Evolution,Zoology,Journal of Molluscan Studies,https://academic.oup.com/mollus,University Press Society-Run,Oxford University Press (OUP),Malacological Society of London,Society/Association,UK,Hybrid,2362,,Yes,No,No,0.324,Q3 (Animal Science and Zoology; Aquatic Science),57,No,1464-3766,0260-1230,0260-1230
Ecology & Evolution,Zoology,Journal of Ornithology,https://www.springer.com/journal/10336,For-profit Society-Run,Springer Nature,German Ornithologists' Society,Society/Association,Germany / UK,Hybrid,2818,,Yes,No,No,0.58,Q1 (Animal Science and Zoology),74,No,2193-7206,2193-7192,2193-7192
Ecology & Evolution,Zoology,Journal of Orthoptera Research,https://jor.pensoft.net/,For-profit Society-Run,PenSoft,The Orthopterists' Society,Society/Association,Bulgaria,OA,,,Yes,Yes,No,0.507,"Q2 (Animal Science and Zoology; Ecology, Evolution, Behavior and Systematics; Insect Science)",23,No,1937-2426,1082-6467,1082-6467
Ecology & Evolution,Health,Journal of Parasitology,https://bioone.org/journals/journal-of-parasitology,Non-profit,American Society of Parasitologists,American Society of Parasitologists,Society/Association,USA,OA,1162,,Yes,No,Yes,0.346,"Q3 (Ecology, Evolution, Behavior and Systematics; Medicine; Parasitology)",108,No,1937-2345,0022-3395,0022-3395
Ecology & Evolution,Applied Ecology,Journal of Pest Science,https://link.springer.com/journal/10340,For-profit,Springer Nature,,,Germany / UK,Hybrid,2120,,Yes,No,No,1.031,"Q1 (Agronomy and Crop Science; Ecology; Ecology, Evolution, Behavior and Systematics; Insect Science; Plant Science)",91,No,1612-4766,1612-4758,1612-4758
Ecology & Evolution,Genetics,Journal of Phycology,https://onlinelibrary.wiley.com/journal/15298817,For-profit Society-Run,John Wiley & Sons,Phycological Society of America,Society/Association,USA,Hybrid,2547,,Yes,No,No,0.957,Q1 (Aquatic Science; Plant Science),152,No,1529-8817,0022-3646,0022-3646
Ecology & Evolution,Evolution,Journal of Plankton Research,https://academic.oup.com/plankt,University Press,Oxford University Press (OUP),,,UK,Hybrid,2478,,Yes,No,No,0.765,"Q1 (Aquatic Science; Ecology; Ecology, Evolution, Behavior and Systematics)",115,No,1464-3774,0142-7873,0142-7873
Ecology & Evolution,Genetics,Journal of Plant Ecology,https://academic.oup.com/jpe,University Press Society-run,Oxford University Press (OUP),Botanical Society of China and Institute of Botany / Chinese Academy of Sciences,Society/Association,UK,OA,1721,,Yes,Yes,Yes,1.263,"Q1 (Ecology; Ecology, Evolution, Behavior and Systematics; Plant Science)",61,No,1752-993X,1752-9921,1752-9921
